name,category,download_url,n,m,density,k_min,k_avg,k_max,r,t,t_min,t_avg,t_max,C_avg,C,LCC,class
oscil-dcop-42,misc,http://nrvis.com/./download/data/misc/oscil_dcop_42.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-43,misc,http://nrvis.com/./download/data/misc/oscil_dcop_43.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-44,misc,http://nrvis.com/./download/data/misc/oscil_dcop_44.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-45,misc,http://nrvis.com/./download/data/misc/oscil_dcop_45.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-46,misc,http://nrvis.com/./download/data/misc/oscil_dcop_46.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-47,misc,http://nrvis.com/./download/data/misc/oscil_dcop_47.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-48,misc,http://nrvis.com/./download/data/misc/oscil_dcop_48.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-49,misc,http://nrvis.com/./download/data/misc/oscil_dcop_49.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-50,misc,http://nrvis.com/./download/data/misc/oscil_dcop_50.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-51,misc,http://nrvis.com/./download/data/misc/oscil_dcop_51.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-52,misc,http://nrvis.com/./download/data/misc/oscil_dcop_52.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-53,misc,http://nrvis.com/./download/data/misc/oscil_dcop_53.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-54,misc,http://nrvis.com/./download/data/misc/oscil_dcop_54.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-55,misc,http://nrvis.com/./download/data/misc/oscil_dcop_55.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-56,misc,http://nrvis.com/./download/data/misc/oscil_dcop_56.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-dcop-57,misc,http://nrvis.com/./download/data/misc/oscil_dcop_57.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,4.0
oscil-trans-01,misc,http://nrvis.com/./download/data/misc/oscil_trans_01.zip,430,1021,0.011069550604434323,1,4.748837209302328,14,0.1460514563861455,288,0,0.6697674418604651,6,0.1882908822443705,0.17401812688821752,1.0,4.0
plat362,misc,http://nrvis.com/./download/data/misc/plat362.zip,362,3074,0.04704549976278294,5,16.983425414364646,20,0.5238579769556,21204,3,58.574585635359114,75,0.5649556479341985,0.5309362245536721,1.0,1.0
plskz362,misc,http://nrvis.com/./download/data/misc/plskz362.zip,362,880,0.0134678073491376,1,4.861878453038674,6,0.0033210598512725177,1260,0,3.4806629834254146,4,0.4386740331491721,0.3427638737758433,1.0,2.0
poisson2D,misc,http://nrvis.com/./download/data/misc/poisson2D.zip,367,1392,0.0207263143788806,4,7.5858310626703,10,0.2469423052071204,1977,1,5.386920980926432,8,0.4380433372258992,0.3993132700464553,1.0,1.0
polbooks,misc,http://nrvis.com/./download/data/misc/polbooks.zip,105,441,0.08076923076923077,2,8.4,25,-0.12789600966671902,1680,0,16.0,76,0.4875267912317314,0.34840315221899626,1.0,2.0
pores-1,misc,http://nrvis.com/./download/data/misc/pores_1.zip,30,133,0.3057471264367816,7,8.866666666666667,11,0.40404040404040814,264,6,8.8,12,0.4552380952380952,0.4177215189873418,1.0,2.0
pores-3,misc,http://nrvis.com/./download/data/misc/pores_3.zip,532,2382,0.01686419438426575,3,8.954887218045114,11,0.8737819275685091,4539,0,8.531954887218046,12,0.3143841747225182,0.3534496184394954,0.8571428571428571,1.0
problem1,misc,http://nrvis.com/./download/data/misc/problem1.zip,415,1597,0.018590303241953317,5,7.696385542168675,10,0.18497440027449066,2304,2,5.551807228915663,8,0.4267240390131976,0.3995144789318537,1.0,5.0
qh768,misc,http://nrvis.com/./download/data/misc/qh768.zip,768,1774,0.006023196436332029,1,4.619791666666667,13,0.3018347180428248,636,0,0.828125,9,0.08818276630776628,0.14520547945205478,1.0,4.0
qh882,misc,http://nrvis.com/./download/data/misc/qh882.zip,882,2031,0.005227516659331156,1,4.605442176870747,16,0.2928189912769109,774,0,0.8775510204081632,16,0.0725973572912349,0.14103498542274054,1.0,4.0
rajat05,misc,http://nrvis.com/./download/data/misc/rajat05.zip,301,966,0.021395348837209303,1,6.418604651162791,27,0.005547671845492753,1200,0,3.986710963455149,6,0.5877867426040184,0.4294917680744452,1.0,2.0
rajat11,misc,http://nrvis.com/./download/data/misc/rajat11.zip,135,509,0.05627418463239359,1,7.54074074074074,45,-0.049855597072661774,1182,0,8.755555555555556,70,0.7033544004086641,0.4282608695652174,1.0,5.0
rajat14,misc,http://nrvis.com/./download/data/misc/rajat14.zip,180,837,0.05195530726256983,1,9.3,164,-0.2395257878839897,2652,0,14.733333333333333,466,0.6520039910219411,0.1047558856059409,1.0,0.0
rel3,misc,http://nrvis.com/./download/data/misc/rel3.zip,6,15,1.0,3,5.0,7,-0.4999999999999998,30,3,5.0,7,0.8500000000000001,0.7692307692307693,1.0,3.0
rel4,misc,http://nrvis.com/./download/data/misc/rel4.zip,28,100,0.2645502645502645,3,7.142857142857142,22,-0.6222262321625381,279,2,9.964285714285714,51,0.5848072562358275,0.2930672268907563,1.0,3.0
rel5,misc,http://nrvis.com/./download/data/misc/rel5.zip,172,653,0.04440364477084184,3,7.593023255813954,44,-0.6521091847330035,696,0,4.046511627906977,56,0.2013677004809106,0.06343997812414548,1.0,3.0
relat3,misc,http://nrvis.com/./download/data/misc/relat3.zip,8,21,0.75,3,5.25,9,-0.6250000000000008,48,3,6.0,11,0.8214285714285714,0.6153846153846154,1.0,3.0
relat4,misc,http://nrvis.com/./download/data/misc/relat4.zip,46,170,0.1642512077294686,3,7.391304347826088,36,-0.6445068828047065,507,2,11.021739130434783,67,0.6165487453276132,0.2072771872444808,1.0,3.0
relat5,misc,http://nrvis.com/./download/data/misc/relat5.zip,276,1053,0.02774703557312253,3,7.630434782608695,65,-0.7467514539321694,837,0,3.032608695652174,48,0.15355058825964624,0.03400503778337532,1.0,3.0
rgg010,misc,http://nrvis.com/./download/data/misc/rgg010.zip,10,55,1.2222222222222223,11,11.0,11,,360,36,36.0,36,1.0,1.0,1.0,0.0
robot,misc,http://nrvis.com/./download/data/misc/robot.zip,120,784,0.10980392156862744,1,13.066666666666665,27,-0.04123280248775002,4044,0,33.7,89,0.4904104348810229,0.38086268600489737,1.0,2.0
rotor1,misc,http://nrvis.com/./download/data/misc/rotor1.zip,100,543,0.1096969696969697,1,10.86,54,-0.08941953799457991,2475,0,24.75,197,0.4525490881667351,0.3251872290106425,1.0,0.0
rw136,misc,http://nrvis.com/./download/data/misc/rw136.zip,136,373,0.0406318082788671,2,5.485294117647059,7,0.2443170111942793,681,1,5.007352941176472,8,0.4165966386554614,0.3895881006864989,1.0,5.0
rw496,misc,http://nrvis.com/./download/data/misc/rw496.zip,496,1423,0.011591723688497882,2,5.737903225806452,7,0.2380108470302517,2706,1,5.455645161290324,8,0.40411866359447296,0.39257217466995503,1.0,0.0
shl-0,misc,http://nrvis.com/./download/data/misc/shl_0.zip,663,1687,0.007687295229502445,2,5.088989441930618,423,-0.14574054761479788,1605,0,2.4208144796380093,519,0.17862485960008356,0.016787473720543476,1.0,2.0
shl-200,misc,http://nrvis.com/./download/data/misc/shl_200.zip,663,1726,0.007865009819870313,2,5.206636500754148,441,-0.1458505147855058,1758,0,2.65158371040724,573,0.19034195344808744,0.017119985976803295,1.0,2.0
shl-400,misc,http://nrvis.com/./download/data/misc/shl_400.zip,663,1712,0.007801214838712618,2,5.164404223227753,427,-0.14115489124994818,1602,0,2.4162895927601813,524,0.17105287190534907,0.016602756762358794,1.0,0.0
sphere2,misc,http://nrvis.com/./download/data/misc/sphere2.zip,66,258,0.12027972027972028,6,7.8181818181818175,8,0.1428571428571375,384,4,5.8181818181818175,6,0.4242424242424239,0.41025641025641024,1.0,0.0
sphere3,misc,http://nrvis.com/./download/data/misc/sphere3.zip,258,1026,0.030947425572346393,6,7.953488372093022,8,0.1863945578231344,1536,4,5.953488372093022,6,0.4062015503875985,0.4025157232704403,1.0,2.0
steam1,misc,http://nrvis.com/./download/data/misc/steam1.zip,240,2001,0.06976987447698745,10,16.675,22,0.49262443942032896,9366,19,39.025,55,0.4115515618282653,0.3667332315282509,1.0,5.0
steam3,misc,http://nrvis.com/./download/data/misc/steam3.zip,80,504,0.15949367088607594,9,12.6,13,0.4629629629629812,2976,21,37.2,39,0.7381818181818194,0.7209302325581395,1.0,1.0
str-0,misc,http://nrvis.com/./download/data/misc/str_0.zip,363,2448,0.03725857266791471,2,13.487603305785123,41,0.13211531567270773,741,0,2.041322314049587,50,0.017136909841068082,0.014493320554697127,1.0,3.0
str-200,misc,http://nrvis.com/./download/data/misc/str_200.zip,363,3051,0.046436235788320165,2,16.8099173553719,49,0.22211741694650786,1725,0,4.7520661157024815,139,0.02378605928840713,0.023224190855727286,1.0,4.0
str-400,misc,http://nrvis.com/./download/data/misc/str_400.zip,363,3126,0.0475777361764303,2,17.223140495867767,53,0.2333785465842949,1698,0,4.677685950413223,162,0.02849911466957314,0.021481706391376955,1.0,3.0
str-600,misc,http://nrvis.com/./download/data/misc/str_600.zip,363,3248,0.04943457680775611,2,17.89531680440771,53,0.20874591830595807,2580,0,7.107438016528926,160,0.03518489107063704,0.03127045305795942,1.0,4.0
tech-arenas-jazz,misc,http://nrvis.com/./download/data/misc/tech-arenas-jazz.zip,198,2742,0.14059375480695274,1,27.696969696969692,100,0.02023739927504758,53697,0,271.1969696969697,1421,0.6174507021536301,0.5202592721776538,1.0,0.0
tech-arenas-meta,misc,http://nrvis.com/./download/data/misc/tech-arenas-meta.zip,453,2040,0.01992615601008029,1,9.006622516556291,239,-0.2196623093636561,9852,0,21.748344370860924,870,0.6464630921565053,0.12443636088060325,1.0,0.0
tols340,misc,http://nrvis.com/./download/data/misc/tols340.zip,340,1921,0.03333333333333333,1,11.3,91,-0.2641946686117787,35496,0,104.4,1360,0.2301508141561017,0.4339152119700748,0.2647058823529412,4.0
tols90,misc,http://nrvis.com/./download/data/misc/tols90.zip,90,1521,0.3797752808988764,18,33.8,91,-0.760782416908119,35496,153,394.4,1360,0.8694586312563841,0.4355123674911661,1.0,3.0
ucidata-zachary,misc,http://nrvis.com/./download/data/misc/ucidata-zachary.zip,34,78,0.1390374331550802,1,4.588235294117646,17,-0.4756130976846146,135,0,3.9705882352941178,18,0.5706384782076824,0.2556818181818182,1.0,0.0
utm300,misc,http://nrvis.com/./download/data/misc/utm300.zip,300,2491,0.055540691192865116,3,16.606666666666666,34,0.3283206891346685,17922,0,59.74,178,0.5744293730618565,0.4437566543689801,1.0,5.0
power-685-bus,power,http://nrvis.com/./download/data/power/power-685-bus.zip,685,1967,0.008396294873436629,3,5.7430656934306565,14,0.3370658387140669,990,0,1.4452554744525548,19,0.17247848663907042,0.21447140381282487,1.0,4.0
DD-g1,protein,http://nrvis.com/./download/data/protein/DD_g1.zip,327,899,0.01686647530065102,2,5.4984709480122325,11,0.2616342687532341,2247,0,6.871559633027522,19,0.5202108458989195,0.5034730002240645,1.0,0.0
DD-g10,protein,http://nrvis.com/./download/data/protein/DD_g10.zip,146,328,0.030987246102975912,1,4.493150684931507,8,0.3059374025163764,627,0,4.294520547945205,11,0.4747227658186561,0.4830508474576271,1.0,1.0
DD-g100,protein,http://nrvis.com/./download/data/protein/DD_g100.zip,349,1005,0.016549748048611798,2,5.759312320916905,11,0.2615865267892504,2544,0,7.289398280802293,19,0.5232484484633478,0.4823663253697384,1.0,5.0
DD-g1000,protein,http://nrvis.com/./download/data/protein/DD_g1000.zip,183,408,0.02450009007386057,1,4.459016393442624,10,0.2923160503887827,714,0,3.901639344262295,15,0.43856795905976254,0.4423791821561338,1.0,2.0
DD-g1001,protein,http://nrvis.com/./download/data/protein/DD_g1001.zip,88,203,0.05303030303030303,2,4.613636363636363,8,0.26215088469199405,417,0,4.738636363636363,11,0.5129329004329007,0.5097799511002445,1.0,0.0
DD-g1002,protein,http://nrvis.com/./download/data/protein/DD_g1002.zip,104,255,0.0476101568334578,1,4.903846153846153,9,0.3815943245601031,582,0,5.596153846153847,17,0.5113400488400489,0.5065274151436031,1.0,2.0
DD-g1003,protein,http://nrvis.com/./download/data/protein/DD_g1003.zip,53,116,0.0841799709724238,1,4.377358490566038,8,0.3839425179631368,225,0,4.245283018867925,12,0.4171608265947889,0.497787610619469,1.0,0.0
DD-g1004,protein,http://nrvis.com/./download/data/protein/DD_g1004.zip,94,230,0.0526195378631892,1,4.893617021276596,8,0.18591743983915576,459,0,4.882978723404255,12,0.471580547112462,0.4617706237424548,1.0,0.0
DD-g1005,protein,http://nrvis.com/./download/data/protein/DD_g1005.zip,370,903,0.013227862008349814,2,4.881081081081081,10,0.19666881092011307,1818,0,4.9135135135135135,14,0.4893307593307595,0.4660343501666239,1.0,0.0
DD-g1006,protein,http://nrvis.com/./download/data/protein/DD_g1006.zip,246,568,0.0188485150157624,2,4.617886178861789,9,0.19227462133738832,1017,0,4.134146341463413,12,0.4609465737514517,0.43610634648370505,1.0,1.0
DD-g1007,protein,http://nrvis.com/./download/data/protein/DD_g1007.zip,309,732,0.015382675576850332,2,4.737864077669904,10,0.2715153144675238,1416,0,4.58252427184466,15,0.4860379103097551,0.4636542239685658,1.0,2.0
DD-g1008,protein,http://nrvis.com/./download/data/protein/DD_g1008.zip,109,304,0.051647978253482836,2,5.577981651376146,9,0.10129818197397784,675,1,6.192660550458716,12,0.5072593563419251,0.4437869822485207,1.0,2.0
DD-g1009,protein,http://nrvis.com/./download/data/protein/DD_g1009.zip,129,272,0.03294573643410853,1,4.217054263565892,8,0.3485630066322756,444,0,3.4418604651162785,11,0.4408453303802138,0.4387351778656127,1.0,2.0
DD-g101,protein,http://nrvis.com/./download/data/protein/DD_g101.zip,306,728,0.015600557162755813,2,4.758169934640523,9,0.2216508200154048,1440,0,4.705882352941177,13,0.4688038178234253,0.4678362573099415,1.0,1.0
DD-g1010,protein,http://nrvis.com/./download/data/protein/DD_g1010.zip,157,363,0.02964233219010289,1,4.62420382165605,8,0.1770671757546818,633,0,4.031847133757962,14,0.4603275705186533,0.43149284253578735,1.0,5.0
DD-g1011,protein,http://nrvis.com/./download/data/protein/DD_g1011.zip,47,136,0.12580943570767808,2,5.787234042553193,11,0.1399481439322077,396,1,8.425531914893616,20,0.606977065487704,0.5585331452750353,1.0,0.0
DD-g1012,protein,http://nrvis.com/./download/data/protein/DD_g1012.zip,146,365,0.03448275862068965,2,5.0,10,0.20770327803527802,837,0,5.732876712328768,17,0.5653402913676883,0.5208462974486621,1.0,0.0
DD-g1013,protein,http://nrvis.com/./download/data/protein/DD_g1013.zip,93,211,0.0493221131369799,2,4.537634408602151,8,0.2555382034819846,399,0,4.290322580645161,11,0.4759600614439327,0.4634146341463415,1.0,2.0
DD-g1014,protein,http://nrvis.com/./download/data/protein/DD_g1014.zip,119,273,0.03888334995014955,1,4.588235294117646,7,0.2723634332904616,552,0,4.6386554621848735,12,0.4729891956782714,0.5031905195989061,1.0,1.0
DD-g1015,protein,http://nrvis.com/./download/data/protein/DD_g1015.zip,102,244,0.047369442826635605,1,4.784313725490196,9,0.16095583279824446,480,0,4.705882352941177,16,0.4733893557422968,0.4423963133640553,1.0,2.0
DD-g1016,protein,http://nrvis.com/./download/data/protein/DD_g1016.zip,113,291,0.04598609355246523,2,5.150442477876107,10,0.10738194926449207,597,1,5.283185840707965,16,0.5112656271948307,0.4505660377358491,1.0,0.0
DD-g1017,protein,http://nrvis.com/./download/data/protein/DD_g1017.zip,162,376,0.028832144774173764,2,4.641975308641976,8,0.221779695394032,789,0,4.87037037037037,13,0.5588918283362723,0.526,1.0,0.0
DD-g1018,protein,http://nrvis.com/./download/data/protein/DD_g1018.zip,296,680,0.015574896930829134,1,4.594594594594595,9,0.11308140778013713,1239,0,4.1858108108108105,14,0.4888459888459889,0.4558498896247241,1.0,5.0
DD-g1019,protein,http://nrvis.com/./download/data/protein/DD_g1019.zip,131,353,0.04145625366999413,2,5.3893129770992365,8,0.16140101522842676,915,0,6.984732824427482,14,0.5761723009814611,0.5555555555555556,1.0,1.0
DD-g102,protein,http://nrvis.com/./download/data/protein/DD_g102.zip,561,1422,0.009052711993888464,1,5.06951871657754,9,0.2629676631005512,3030,0,5.40106951871658,17,0.482543926661574,0.4727726634420346,1.0,0.0
DD-g1020,protein,http://nrvis.com/./download/data/protein/DD_g1020.zip,228,541,0.02090578870082696,1,4.745614035087719,10,0.21430763944565195,1125,0,4.934210526315789,15,0.5070279866332494,0.4940711462450593,1.0,1.0
DD-g1021,protein,http://nrvis.com/./download/data/protein/DD_g1021.zip,329,787,0.01458595892949811,2,4.78419452887538,11,0.2480201442245555,1470,0,4.468085106382978,16,0.4864103475045722,0.4342688330871492,1.0,0.0
DD-g1022,protein,http://nrvis.com/./download/data/protein/DD_g1022.zip,294,730,0.016948759025794617,2,4.965986394557824,9,0.262471748664144,1530,0,5.204081632653062,13,0.475618183781449,0.4754505904288378,1.0,5.0
DD-g1023,protein,http://nrvis.com/./download/data/protein/DD_g1023.zip,172,425,0.028899768801849583,1,4.941860465116279,10,0.2326271880305797,846,0,4.918604651162791,16,0.4986849390919158,0.4445612191276931,1.0,1.0
DD-g1024,protein,http://nrvis.com/./download/data/protein/DD_g1024.zip,59,160,0.0935125657510228,1,5.4237288135593245,8,0.021176470588236348,417,0,7.067796610169491,11,0.5876916868442297,0.556,1.0,1.0
DD-g1025,protein,http://nrvis.com/./download/data/protein/DD_g1025.zip,88,205,0.05355276907001045,1,4.659090909090909,9,0.26435869832096104,357,0,4.056818181818182,12,0.41988636363636345,0.4131944444444444,1.0,0.0
DD-g1026,protein,http://nrvis.com/./download/data/protein/DD_g1026.zip,247,578,0.019025048550080643,1,4.680161943319838,8,0.1980337900800372,1140,0,4.615384615384615,12,0.49224985540775,0.4804045512010114,1.0,0.0
DD-g1027,protein,http://nrvis.com/./download/data/protein/DD_g1027.zip,108,223,0.03859466943579093,1,4.12962962962963,9,0.2471626145912016,342,0,3.1666666666666665,11,0.43757348618459735,0.4222222222222222,1.0,5.0
DD-g1028,protein,http://nrvis.com/./download/data/protein/DD_g1028.zip,72,137,0.05359937402190924,1,3.8055555555555554,8,0.2117725160433724,159,0,2.208333333333333,11,0.35780423280423274,0.34945054945054943,1.0,2.0
DD-g1029,protein,http://nrvis.com/./download/data/protein/DD_g1029.zip,99,215,0.044320758606472895,2,4.343434343434343,8,0.2759428087480702,375,0,3.787878787878788,13,0.44220779220779216,0.4518072289156626,1.0,2.0
DD-g103,protein,http://nrvis.com/./download/data/protein/DD_g103.zip,265,647,0.01849628359062321,2,4.8830188679245285,10,0.2810550913196018,1230,0,4.6415094339622645,17,0.44318358790056905,0.4364797728885735,1.0,2.0
DD-g1030,protein,http://nrvis.com/./download/data/protein/DD_g1030.zip,136,351,0.03823529411764706,1,5.161764705882354,8,0.32720760006229305,849,0,6.242647058823527,16,0.5466561624649859,0.5397329942784488,1.0,5.0
DD-g1031,protein,http://nrvis.com/./download/data/protein/DD_g1031.zip,64,149,0.07390873015873016,1,4.65625,10,0.2911068123594921,309,0,4.828125,17,0.52078373015873,0.4959871589085072,1.0,0.0
DD-g1032,protein,http://nrvis.com/./download/data/protein/DD_g1032.zip,159,387,0.03080964891330308,2,4.867924528301887,10,0.28662006322632283,768,0,4.830188679245283,16,0.4773984226814413,0.4423963133640553,1.0,2.0
DD-g1033,protein,http://nrvis.com/./download/data/protein/DD_g1033.zip,573,1287,0.007853403141361256,1,4.492146596858639,10,0.3252993840925578,2244,0,3.9162303664921465,15,0.4445012327211286,0.4381101132370168,1.0,2.0
DD-g1034,protein,http://nrvis.com/./download/data/protein/DD_g1034.zip,183,514,0.030865309553834142,2,5.617486338797813,10,0.2518672449621907,1278,0,6.9836065573770485,18,0.5300850030358225,0.4932458510227711,1.0,5.0
DD-g1035,protein,http://nrvis.com/./download/data/protein/DD_g1035.zip,56,122,0.07922077922077922,2,4.357142857142857,7,0.057938524385990474,204,0,3.6428571428571432,8,0.4741496598639453,0.4543429844097995,1.0,1.0
DD-g1036,protein,http://nrvis.com/./download/data/protein/DD_g1036.zip,174,510,0.03388479170819215,2,5.862068965517241,11,0.1293540637928737,1428,0,8.206896551724139,22,0.5588350665936871,0.5324384787472036,1.0,1.0
DD-g1037,protein,http://nrvis.com/./download/data/protein/DD_g1037.zip,65,171,0.08221153846153846,2,5.2615384615384615,9,0.25128548723861743,381,1,5.861538461538461,15,0.52990231990232,0.47625,1.0,2.0
DD-g1038,protein,http://nrvis.com/./download/data/protein/DD_g1038.zip,286,663,0.016267942583732056,2,4.636363636363637,8,0.2253376618921557,1224,0,4.27972027972028,15,0.4463702963702964,0.4459016393442623,1.0,2.0
DD-g1039,protein,http://nrvis.com/./download/data/protein/DD_g1039.zip,64,143,0.07093253968253968,1,4.46875,9,0.3442590266563001,243,0,3.796875,14,0.4169022817460316,0.4204152249134948,1.0,1.0
DD-g104,protein,http://nrvis.com/./download/data/protein/DD_g104.zip,372,999,0.014477001999826104,2,5.370967741935483,11,0.2847170443371015,2325,0,6.25,23,0.4953787102980651,0.4775107825015403,1.0,2.0
DD-g1040,protein,http://nrvis.com/./download/data/protein/DD_g1040.zip,104,229,0.04275578790141897,1,4.403846153846153,8,0.25188824713169394,411,0,3.9519230769230766,11,0.461195054945055,0.4551495016611296,1.0,1.0
DD-g1041,protein,http://nrvis.com/./download/data/protein/DD_g1041.zip,70,195,0.08074534161490682,1,5.571428571428571,12,0.2296657271174098,420,0,6.0,18,0.4478190063904348,0.4133858267716535,1.0,5.0
DD-g1042,protein,http://nrvis.com/./download/data/protein/DD_g1042.zip,201,466,0.02318407960199005,1,4.63681592039801,9,0.30297885750173625,906,0,4.507462686567164,14,0.4864289662797122,0.4726134585289515,1.0,0.0
DD-g1043,protein,http://nrvis.com/./download/data/protein/DD_g1043.zip,190,490,0.027290448343079917,1,5.157894736842105,9,0.26675382150955024,1035,0,5.447368421052633,15,0.4817418546365915,0.4517677869925796,1.0,2.0
DD-g1044,protein,http://nrvis.com/./download/data/protein/DD_g1044.zip,99,283,0.05833848690991548,2,5.717171717171718,9,0.1784274865603632,786,0,7.9393939393939394,17,0.5805194805194803,0.5443213296398892,1.0,1.0
DD-g1045,protein,http://nrvis.com/./download/data/protein/DD_g1045.zip,72,175,0.06846635367762129,1,4.861111111111111,8,0.2749653318724218,366,0,5.083333333333333,12,0.5165674603174601,0.4828496042216359,1.0,0.0
DD-g1046,protein,http://nrvis.com/./download/data/protein/DD_g1046.zip,707,1646,0.00659531756494144,1,4.656294200848656,9,0.1772297629651279,2526,0,3.5728429985855734,12,0.39549740688354695,0.3803071364046974,1.0,0.0
DD-g1047,protein,http://nrvis.com/./download/data/protein/DD_g1047.zip,175,456,0.029950738916256162,1,5.2114285714285735,9,0.38268423917162203,990,0,5.6571428571428575,14,0.4829841269841266,0.4479638009049774,1.0,2.0
DD-g1048,protein,http://nrvis.com/./download/data/protein/DD_g1048.zip,66,159,0.07412587412587412,1,4.818181818181818,10,0.2632127335791941,324,0,4.909090909090909,17,0.5013949013949013,0.4525139664804471,1.0,1.0
DD-g1049,protein,http://nrvis.com/./download/data/protein/DD_g1049.zip,150,472,0.042237136465324385,2,6.293333333333332,11,0.27175449262939666,1530,0,10.2,21,0.5659687349687349,0.5618802791039295,1.0,5.0
DD-g105,protein,http://nrvis.com/./download/data/protein/DD_g105.zip,423,1192,0.01335529337949425,1,5.635933806146573,11,0.2543994339376833,3090,0,7.304964539007092,22,0.5362309348124936,0.5115047177619599,1.0,5.0
DD-g1050,protein,http://nrvis.com/./download/data/protein/DD_g1050.zip,195,410,0.02167591858313508,1,4.2051282051282035,9,0.296384128926968,585,0,3.0,12,0.3994179894179891,0.38235294117647056,1.0,5.0
DD-g1051,protein,http://nrvis.com/./download/data/protein/DD_g1051.zip,148,350,0.032175032175032175,2,4.729729729729732,8,0.2651599357786831,510,0,3.4459459459459465,9,0.38220720720720697,0.3549060542797495,1.0,2.0
DD-g1052,protein,http://nrvis.com/./download/data/protein/DD_g1052.zip,227,712,0.02775720244824763,1,6.2731277533039655,10,0.2502886140183945,2115,0,9.317180616740089,18,0.5628033004684986,0.5218356772760918,1.0,2.0
DD-g1053,protein,http://nrvis.com/./download/data/protein/DD_g1053.zip,137,326,0.03499355946758265,1,4.759124087591241,8,0.3509026082699997,513,0,3.744525547445256,11,0.36790059089329136,0.3774834437086093,1.0,5.0
DD-g1054,protein,http://nrvis.com/./download/data/protein/DD_g1054.zip,143,321,0.03161627105289077,1,4.489510489510488,8,0.06289704640317408,552,0,3.86013986013986,12,0.4658674658674658,0.4437299035369775,1.0,1.0
DD-g1055,protein,http://nrvis.com/./download/data/protein/DD_g1055.zip,230,541,0.020543003607366626,1,4.7043478260869565,8,0.3342782117626359,1158,0,5.034782608695653,12,0.5214803312629394,0.5227990970654628,1.0,1.0
DD-g1056,protein,http://nrvis.com/./download/data/protein/DD_g1056.zip,58,133,0.08045977011494253,1,4.586206896551723,8,0.03855421686746738,228,0,3.931034482758621,9,0.4997947454844007,0.41530054644808745,1.0,1.0
DD-g1057,protein,http://nrvis.com/./download/data/protein/DD_g1057.zip,372,821,0.011897516158015244,1,4.413978494623656,9,0.3037078814456841,1425,0,3.8306451612903225,14,0.4456690561529271,0.4433727442439328,1.0,1.0
DD-g1058,protein,http://nrvis.com/./download/data/protein/DD_g1058.zip,61,126,0.06885245901639345,2,4.131147540983608,8,0.1726936782367708,165,0,2.7049180327868854,7,0.401288056206089,0.3650442477876106,1.0,5.0
