name,category,download_url,n,m,density,k_min,k_avg,k_max,r,t,t_min,t_avg,t_max,C_avg,C,LCC,class,resource_allocation,jaccard_coefficient,preferential_attachment,community,sorensen_neighbours
lesmis,misc,http://nrvis.com/./download/data/misc/lesmis.zip,77,254,0.08680792891319207,1,6.597402597402597,36,-0.16522513442236916,1401,0,18.194805194805195,82,0.5731367499320135,0.498931623931624,1.0,0.0,0.937007874015748,0.8976377952755906,0.7716535433070866,0.7834645669291338,0.8779527559055119
lns-131,misc,http://nrvis.com/./download/data/misc/lns_131.zip,131,387,0.04544920728126835,2,5.908396946564888,14,0.2568760917030563,567,0,4.32824427480916,18,0.3235715938006014,0.3308051341890315,0.9389312977099236,0.0,0.8036363636363637,0.7672727272727273,0.6909090909090909,0.6436363636363636,0.781818181818182
lns-511,misc,http://nrvis.com/./download/data/misc/lns_511.zip,511,1847,0.01417443689804689,2,7.228962818003914,14,0.2211331213765192,3177,0,6.217221135029354,18,0.3367016545098737,0.3190079325233457,0.9843444227005872,4.0,0.8301754385964912,0.8280701754385965,0.6343859649122807,0.6989473684210528,0.8350877192982455
lnsp-131,misc,http://nrvis.com/./download/data/misc/lnsp_131.zip,131,387,0.04544920728126835,2,5.908396946564888,14,0.2568760917030563,567,0,4.32824427480916,18,0.32357159380060146,0.3308051341890315,0.9389312977099236,0.0,0.8036363636363637,0.8036363636363637,0.6545454545454545,0.6618181818181819,0.7818181818181817
lnsp-511,misc,http://nrvis.com/./download/data/misc/lnsp_511.zip,511,1847,0.01417443689804689,2,7.228962818003914,14,0.2211331213765192,3177,0,6.217221135029354,18,0.3367016545098739,0.3190079325233457,0.9843444227005872,1.0,0.847719298245614,0.8624561403508771,0.6547368421052631,0.7129824561403508,0.855438596491228
lp-adlittle,misc,http://nrvis.com/./download/data/misc/lp_adlittle.zip,138,422,0.044641912620332166,1,6.115942028985508,29,-0.21684639106685746,159,0,1.1521739130434785,18,0.043925853204423285,0.041363163371488036,1.0,2.0,0.5071428571428571,0.49047619047619045,0.7095238095238094,0.6666666666666667,0.5
lp-bandm,misc,http://nrvis.com/./download/data/misc/lp_bandm.zip,472,2491,0.02240994638166181,1,10.555084745762713,75,-0.05550212975956437,1467,0,3.108050847457627,80,0.03578545395930132,0.03582067685696147,1.0,3.0,0.5638340716874748,0.5602094240837696,0.7217076117599677,0.7462746677406364,0.5473217881594844
lp-beaconfd,misc,http://nrvis.com/./download/data/misc/lp_beaconfd.zip,295,3408,0.07858872362504324,2,23.10508474576272,155,-0.4876349274453075,3729,0,12.640677966101697,135,0.04588817722171719,0.02206691678600594,1.0,2.0,0.46235921754593956,0.4205690574985181,0.8855957320687611,0.6461173681090694,0.39359810314167165
lp-blend,misc,http://nrvis.com/./download/data/misc/lp_blend.zip,114,512,0.07949076230399006,1,8.982456140350877,31,-0.13849268798683625,423,0,3.7105263157894735,32,0.118403101244255,0.06231585150265174,1.0,2.0,0.5048923679060665,0.49510763209393344,0.7651663405088063,0.6183953033268101,0.46771037181996084
lp-bore3d,misc,http://nrvis.com/./download/data/misc/lp_bore3d.zip,334,1440,0.025894157630684585,1,8.622754491017965,80,-0.00193942911185786,2541,0,7.607784431137724,302,0.08996356781637073,0.09995279679018174,1.0,2.0,0.658280922431866,0.6526904262753319,0.7491264849755417,0.6310272536687631,0.6261355695317959
lp-brandy,misc,http://nrvis.com/./download/data/misc/lp_brandy.zip,303,2176,0.04755972285970319,1,14.363036303630366,119,-0.05417951651718042,16014,0,52.851485148514854,828,0.15399965543618802,0.2317544392827682,1.0,2.0,0.780802953391786,0.7604983848638671,0.8703276419012459,0.6658975542224275,0.7480387632671897
lp-degen2,misc,http://nrvis.com/./download/data/misc/lp_degen2.zip,757,4193,0.01465335877489114,1,11.077939233817704,87,-0.1718601968614069,1269,0,1.6763540290620869,91,0.01894595093974995,0.015154048244566516,1.0,2.0,0.5108617808546193,0.4998806397708284,0.7591310575316306,0.6944378133206015,0.4943900692289329
lp-e226,misc,http://nrvis.com/./download/data/misc/lp_e226.zip,472,2766,0.02488394688545828,2,11.720338983050848,111,-0.2108152576106082,477,0,1.0105932203389831,66,0.011062136087667394,0.0062018930726024536,1.0,2.0,0.474502712477396,0.4629294755877034,0.7855334538878842,0.7833634719710669,0.4582278481012658
lp-etamacro,misc,http://nrvis.com/./download/data/misc/lp_etamacro.zip,816,2505,0.0075333814507398044,1,6.139705882352941,23,-0.26600260248628665,2349,0,2.8786764705882355,34,0.1218608604069148,0.10890125173852573,1.0,2.0,0.6709521896343913,0.6769787063077541,0.6842105263157895,0.6601044596223382,0.6777822418642024
lp-grow15,misc,http://nrvis.com/./download/data/misc/lp_grow15.zip,645,5483,0.026399922962106987,1,17.0015503875969,42,-0.033061349437306306,3573,0,5.53953488372093,157,0.030455745231464968,0.0267818995435159,1.0,3.0,0.4927695405454878,0.47812557203002015,0.7451949478308623,0.8779059125022883,0.4878272011715175
lp-grow22,misc,http://nrvis.com/./download/data/misc/lp_grow22.zip,946,8115,0.01815497164334373,1,17.15644820295983,42,-0.05404484614221594,3573,0,3.7769556025369977,157,0.02076528083963521,0.017747687783749418,1.0,3.0,0.49660284126003706,0.4907967881408277,0.7531809759110564,0.8723903644224831,0.4901791229153799
lp-grow7,misc,http://nrvis.com/./download/data/misc/lp_grow7.zip,301,2475,0.054817275747508304,1,16.44518272425249,42,-0.08339014144936295,3573,0,11.870431893687705,157,0.06526231121028207,0.06047936626155252,1.0,3.0,0.5038696537678208,0.4830957230142566,0.7837067209775967,0.7853360488798371,0.4920570264765784
lp-kb2,misc,http://nrvis.com/./download/data/misc/lp_kb2.zip,68,300,0.13169446883230904,1,8.823529411764708,19,0.13771365038285938,924,0,13.588235294117649,68,0.2044604088721736,0.29748873148744365,1.0,2.0,0.6598639455782314,0.6700680272108843,0.7414965986394559,0.7040816326530612,0.6394557823129252
lp-lotfi,misc,http://nrvis.com/./download/data/misc/lp_lotfi.zip,366,1134,0.016977318661576462,2,6.19672131147541,134,-0.1450761301203457,948,0,2.5901639344262297,216,0.10340062178222244,0.043081117927743696,1.0,2.0,0.5697879858657243,0.5212014134275619,0.6651943462897527,0.5229681978798586,0.5415194346289752
lp-nug05,misc,http://nrvis.com/./download/data/misc/lp_nug05.zip,225,1042,0.04134920634920635,4,9.262222222222222,15,-0.00668385377349693,294,0,1.3066666666666666,8,0.03229656762990092,0.03209606986899563,1.0,3.0,0.49566055930568953,0.47540983606557374,0.4339440694310511,0.5419479267116682,0.4956605593056895
lp-recipe,misc,http://nrvis.com/./download/data/misc/lp_recipe.zip,204,663,0.03201970443349754,1,6.5,25,0.38667366394783975,1341,0,6.5735294117647065,99,0.05555482186758265,0.16834044689932212,1.0,3.0,0.709726443768997,0.668693009118541,0.7294832826747721,0.7416413373860182,0.6428571428571428
lp-share1b,misc,http://nrvis.com/./download/data/misc/lp_share1b.zip,253,1175,0.036859275989710776,1,9.288537549407117,45,-0.4404547992426801,501,0,1.9802371541501973,78,0.03248633038716521,0.02821422537590809,1.0,3.0,0.5119453924914675,0.4744027303754265,0.7551194539249145,0.8080204778156996,0.4709897610921501
lp-share2b,misc,http://nrvis.com/./download/data/misc/lp_share2b.zip,162,777,0.059581320450885676,2,9.592592592592592,23,-0.10356752684982977,735,0,4.537037037037037,23,0.09909100177131358,0.09480201212433896,1.0,3.0,0.671875,0.6458333333333335,0.6119791666666667,0.8789062500000001,0.6718750000000001
lp-stair,misc,http://nrvis.com/./download/data/misc/lp_stair.zip,614,4003,0.02127094281873204,1,13.039087947882733,58,0.03120579631262777,651,0,1.0602605863192185,51,0.004127889214374154,0.0073263783382288405,1.0,3.0,0.47239570322258306,0.47464401698725955,0.7864101923557332,0.8081438920809393,0.4656507619285536
lp-tuff,misc,http://nrvis.com/./download/data/misc/lp_tuff.zip,628,4512,0.022917746015298814,1,14.369426751592355,123,-0.39559327146274303,19695,0,31.361464968152863,918,0.15313447362790533,0.0842422687026819,1.0,2.0,0.7278987116836962,0.6834740115504221,0.8698356286095068,0.7661039537983119,0.6759218125277655
lpi-bgetam,misc,http://nrvis.com/./download/data/misc/lpi_bgetam.zip,816,2505,0.0075333814507398044,1,6.139705882352941,23,-0.26600260248628665,2349,0,2.8786764705882355,34,0.1218608604069148,0.10890125173852573,1.0,4.0,0.6850140618722379,0.6910405785456005,0.691844114102049,0.6721574929690639,0.6986741663318602
lpi-cplex2,misc,http://nrvis.com/./download/data/misc/lpi_cplex2.zip,378,1214,0.017037879106844626,3,6.423280423280422,127,-0.1179470678866673,801,0,2.119047619047619,191,0.050489495193356784,0.03404743687834736,1.0,2.0,0.5408079142621599,0.5086562242374278,0.5605935696619951,0.539159109645507,0.516075845012366
lpi-qual,misc,http://nrvis.com/./download/data/misc/lpi_qual.zip,464,1631,0.015183957697177331,1,7.030172413793102,41,0.2584531573554882,1383,0,2.9806034482758617,83,0.02975377391071905,0.07176586580872814,1.0,2.0,0.5886349598517603,0.596046942557134,0.7578752316244595,0.6485484867201976,0.58307597282273
lpi-refinery,misc,http://nrvis.com/./download/data/misc/lpi_refinery.zip,464,1612,0.015007075296045282,1,6.948275862068965,42,0.2558915902965853,1371,0,2.9547413793103448,84,0.030546746748434238,0.07251282593748347,1.0,2.0,0.61,0.5962500000000001,0.740625,0.649375,0.585
lpi-vol1,misc,http://nrvis.com/./download/data/misc/lpi_vol1.zip,464,1631,0.015183957697177331,1,7.030172413793102,41,0.2584531573554882,1383,0,2.9806034482758617,83,0.02975377391071905,0.07176586580872814,1.0,2.0,0.592958616429895,0.5849289684990735,0.781964175416924,0.6164298949969117,0.5812229771463866
lshp-265,misc,http://nrvis.com/./download/data/misc/lshp_265.zip,265,1009,0.028845054316752432,5,7.615094339622643,8,0.5402233236264085,1440,2,5.433962264150944,6,0.4216352201257877,0.4089747230900312,1.0,1.0,0.954301075268817,0.9704301075268817,0.18413978494623656,0.6854838709677419,0.9704301075268815
lshp-406,misc,http://nrvis.com/./download/data/misc/lshp_406.zip,406,1561,0.01898680289484888,5,7.689655172413793,8,0.5533769233780904,2250,2,5.541871921182267,6,0.4170771756978682,0.4070188133140376,1.0,4.0,0.9662337662337662,0.9748917748917749,0.225974025974026,0.7298701298701299,0.9757575757575757
lshp-577,misc,http://nrvis.com/./download/data/misc/lshp_577.zip,577,2233,0.013437560177161564,5,7.740034662045063,8,0.5617855352041902,3240,2,5.6152512998266895,6,0.4140958983246713,0.4057608015028178,1.0,1.0,0.9673913043478262,0.9722222222222223,0.22222222222222224,0.7258454106280193,0.9710144927536233
lshp-778,misc,http://nrvis.com/./download/data/misc/lshp_778.zip,778,3025,0.01000817196189947,5,7.776349614395888,8,0.5676244343891504,4410,2,5.668380462724936,6,0.4119965724078822,0.4048843187660669,1.0,4.0,0.9701824655095683,0.9755229194481532,0.20026702269692925,0.7757009345794393,0.9786381842456608
lund-a,misc,http://nrvis.com/./download/data/misc/lund_a.zip,147,1298,0.12095797222998787,6,17.65986394557823,22,0.5912530446870571,10983,6,74.71428571428571,109,0.636406904981177,0.6003607740242702,1.0,4.0,0.9973935708079931,0.9973935708079931,0.5673327541268463,0.7810599478714162,0.9973935708079932
lund-b,misc,http://nrvis.com/./download/data/misc/lund_b.zip,147,1294,0.12058522038952567,6,17.60544217687075,22,0.602027715173011,10893,6,74.10204081632655,109,0.6329756074164363,0.5989772352358957,1.0,4.0,0.9790758500435919,0.987794245858762,0.5396687009590235,0.7811682650392326,0.9895379250217959
maayan-foodweb,misc,http://nrvis.com/./download/data/misc/maayan-foodweb.zip,183,2452,0.14724073740467186,1,26.79781420765028,107,-0.2588857538493617,33876,0,185.11475409836063,1255,0.32262801253502993,0.3322511990113673,1.0,2.0,0.7576006573541496,0.633114215283484,0.8110106820049301,0.7058340180772391,0.6643385373870173
mcca,misc,http://nrvis.com/./download/data/misc/mcca.zip,180,1860,0.1154562383612663,5,20.666666666666668,65,0.3488625294755983,38529,3,214.05,1033,0.7827552429818048,0.6429751514443536,0.9333333333333332,0.0,0.9833333333333334,0.9666666666666667,0.8720238095238095,0.75,0.9714285714285714
mesh1e1,misc,http://nrvis.com/./download/data/misc/mesh1e1.zip,48,177,0.15691489361702127,5,7.375,9,0.20394005425355824,243,2,5.0625,7,0.4437499999999999,0.411864406779661,1.0,4.0,0.7751937984496123,0.8372093023255814,0.15503875968992248,0.5348837209302325,0.8527131782945736
mesh1em1,misc,http://nrvis.com/./download/data/misc/mesh1em1.zip,48,177,0.15691489361702127,5,7.375,9,0.20394005425355824,243,2,5.0625,7,0.4437499999999999,0.411864406779661,1.0,0.0,0.8992248062015503,0.8992248062015503,0.3178294573643411,0.6046511627906976,0.883720930232558
mesh1em6,misc,http://nrvis.com/./download/data/misc/mesh1em6.zip,48,177,0.15691489361702127,5,7.375,9,0.20394005425355824,243,2,5.0625,7,0.4437499999999999,0.411864406779661,1.0,1.0,0.8682170542635659,0.9147286821705426,0.17829457364341084,0.5658914728682171,0.9069767441860466
mesh2e1,misc,http://nrvis.com/./download/data/misc/mesh2e1.zip,306,1162,0.024900889317475625,4,7.594771241830065,11,0.2666624726618654,1650,1,5.3921568627450975,9,0.4346872082166208,0.39768618944323936,1.0,0.0,0.9474299065420562,0.9427570093457944,0.31658878504672894,0.7348130841121496,0.9404205607476637
mesh2em5,misc,http://nrvis.com/./download/data/misc/mesh2em5.zip,306,1162,0.024900889317475625,4,7.594771241830065,11,0.2666624726618654,1650,1,5.3921568627450975,9,0.4346872082166208,0.39768618944323936,1.0,4.0,0.9626168224299065,0.9579439252336449,0.30140186915887857,0.7044392523364487,0.9684579439252337
mesh3e1,misc,http://nrvis.com/./download/data/misc/mesh3e1.zip,289,1089,0.02616782006920415,5,7.536332179930795,10,0.5018391224610751,1536,2,5.314878892733563,8,0.4263634865711016,0.4098185699039488,1.0,1.0,0.97125,0.9775,0.30500000000000005,0.72375,0.9537500000000001
mesh3em5,misc,http://nrvis.com/./download/data/misc/mesh3em5.zip,289,1089,0.02616782006920415,5,7.536332179930795,10,0.5018391224610751,1536,2,5.314878892733563,8,0.4263634865711016,0.4098185699039488,1.0,4.0,0.96875,0.9775,0.23750000000000002,0.6987500000000001,0.98
mhda416,misc,http://nrvis.com/./download/data/misc/mhda416.zip,416,5338,0.06183966635773865,2,25.663461538461537,39,0.06931292026006998,76386,0,183.6201923076923,363,0.4965148185019588,0.5394529622384339,0.9831730769230768,0.0,0.9267915781340543,0.9186787714892795,0.6333784044813598,0.868456635116863,0.9169403129225419
mhdb416,misc,http://nrvis.com/./download/data/misc/mhdb416.zip,416,1364,0.015801668211306758,2,6.5576923076923075,11,0.6259984891914292,2607,0,6.2668269230769225,20,0.6786858974358961,0.6161663909241314,0.2451923076923077,4.0,0.9630801687763713,0.9609704641350212,0.4978902953586498,0.8649789029535866,0.9651898734177217
misc-football,misc,http://nrvis.com/./download/data/misc/misc-football.zip,115,612,0.09336384439359267,7,10.643478260869566,12,0.1731837248152315,2427,3,21.10434782608696,32,0.4040767927724451,0.4082422203532381,1.0,1.0,0.8529411764705883,0.8709150326797386,0.29084967320261434,0.8431372549019607,0.8594771241830064
misc-lesmis,misc,http://nrvis.com/./download/data/misc/misc-lesmis.zip,77,254,0.08680792891319207,1,6.597402597402597,36,-0.16522513442236916,1401,0,18.194805194805195,82,0.5731367499320135,0.498931623931624,1.0,0.0,0.9251968503937008,0.81496062992126,0.7677165354330708,0.7559055118110236,0.8110236220472442
model1,misc,http://nrvis.com/./download/data/misc/model1.zip,798,3001,0.009437017889768336,1,7.521303258145362,62,0.024646537428626863,4302,0,5.390977443609023,220,0.033885319621129104,0.08721213104119364,1.0,2.0,0.6429287863590771,0.646940822467402,0.7890337679705783,0.6586425944500167,0.647609495152123
moreno-highschool,misc,http://nrvis.com/./download/data/misc/moreno_highschool.zip,70,274,0.1134575569358178,2,7.828571428571428,19,0.08295772755923463,921,0,13.157142857142857,48,0.4649071438169182,0.4043020193151888,1.0,1.0,0.8613138686131387,0.9233576642335768,0.5985401459854015,0.7408759124087592,0.8540145985401459
moreno-lesmis,misc,http://nrvis.com/./download/data/misc/moreno_lesmis.zip,77,254,0.08680792891319207,1,6.597402597402597,36,-0.16522513442236916,1401,0,18.194805194805195,82,0.5731367499320135,0.498931623931624,1.0,0.0,0.8976377952755906,0.8110236220472442,0.8385826771653544,0.7362204724409449,0.8858267716535433
moreno-mac,misc,http://nrvis.com/./download/data/misc/moreno_mac.zip,62,1167,0.6171337916446324,17,37.645161290322584,55,-0.07257998232135444,29343,94,473.27419354838713,913,0.6671447959822828,0.6599419742257607,1.0,4.0,0.6529562982005142,0.658954584404456,0.6401028277634961,0.5347043701799485,0.664095972579263
moreno-oz,misc,http://nrvis.com/./download/data/misc/moreno_oz.zip,217,1839,0.07846902201740913,2,16.94930875576037,56,0.0959625075187467,10887,0,50.1705069124424,262,0.3627511389901478,0.3036057893415879,1.0,4.0,0.8836324089178902,0.8760195758564436,0.6258836324089179,0.687873844480696,0.8847199564980968
moreno-sampson,misc,http://nrvis.com/./download/data/misc/moreno_sampson.zip,18,126,0.8235294117647058,7,14.0,17,-0.08042770804277813,1437,18,79.83333333333333,109,0.8579109071756129,0.8538324420677362,1.0,4.0,0.5238095238095238,0.6349206349206349,0.619047619047619,0.4761904761904762,0.6825396825396826
n3c4-b1,misc,http://nrvis.com/./download/data/misc/n3c4-b1.zip,15,26,0.2476190476190477,2,3.466666666666667,7,-0.6079582517938685,12,0,0.8,2,0.19111111111111115,0.1518987341772152,1.0,2.0,0.28,0.36,0.48,0.32,0.28
n3c4-b2,misc,http://nrvis.com/./download/data/misc/n3c4-b2.zip,20,50,0.2631578947368421,3,5.0,7,-0.15405260332796591,30,0,1.5,3,0.12452380952380952,0.13761467889908258,1.0,3.0,0.5,0.43999999999999995,0.52,0.5599999999999999,0.34
n3c4-b3,misc,http://nrvis.com/./download/data/misc/n3c4-b3.zip,20,50,0.2631578947368421,3,5.0,7,-0.15405260332796591,30,0,1.5,3,0.12452380952380952,0.13761467889908258,1.0,1.0,0.36,0.5,0.24,0.48,0.3
n3c4-b4,misc,http://nrvis.com/./download/data/misc/n3c4-b4.zip,15,26,0.2476190476190477,2,3.466666666666667,7,-0.6079582517938685,12,0,0.8,2,0.19111111111111112,0.1518987341772152,1.0,2.0,0.5599999999999999,0.52,0.6000000000000001,0.32,0.32
nos3,misc,http://nrvis.com/./download/data/misc/nos3.zip,960,8402,0.01825251998609663,7,17.504166666666666,19,0.4976103438183962,57666,5,60.06875,72,0.5337890445610967,0.5203150799880898,1.0,4.0,0.9950282182209083,0.9966406879871003,0.4066111260413866,0.862402579951626,0.9973125503896801
nos4,misc,http://nrvis.com/./download/data/misc/nos4.zip,100,347,0.0701010101010101,3,6.94,8,0.28835663143538953,108,0,1.08,2,0.12333333333333328,0.10018552875695733,1.0,3.0,0.5465587044534412,0.6032388663967612,0.3481781376518219,0.6842105263157895,0.5708502024291497
nos5,misc,http://nrvis.com/./download/data/misc/nos5.zip,468,2820,0.0258057431504969,8,12.051282051282053,24,0.4653785302472211,3561,0,7.608974358974358,44,0.1454107918533974,0.1568515174206052,1.0,3.0,0.7551020408163265,0.7614795918367347,0.4336734693877551,0.7682823129251701,0.7653061224489796
olm100,misc,http://nrvis.com/./download/data/misc/olm100.zip,100,297,0.06,4,5.94,7,-0.19126691266912424,294,1,2.94,4,0.5453333333333326,0.4651898734177215,1.0,4.0,0.883248730964467,0.8730964467005076,0.15228426395939088,0.6954314720812182,0.9086294416243654
olm1000,misc,http://nrvis.com/./download/data/misc/olm1000.zip,1000,2997,0.006,4,5.994,7,-0.2436593525733177,2994,1,2.994,4,0.5345333333333313,0.4618944770132675,1.0,0.0,0.9489233850776165,0.9389083625438157,0.2238357536304457,0.8728092138207312,0.9459188783174763
olm500,misc,http://nrvis.com/./download/data/misc/olm500.zip,500,1497,0.012,4,5.988,7,-0.2374276955036721,1494,1,2.988,4,0.5357333333333335,0.4622524752475248,1.0,1.0,0.9227683049147443,0.9368104312938816,0.18655967903711132,0.8194583751253761,0.9358074222668004
opsahl-southernwomen,misc,http://nrvis.com/./download/data/misc/opsahl-southernwomen.zip,18,78,0.5098039215686274,2,8.666666666666666,16,-0.3024329588148526,291,1,16.166666666666668,38,0.7619318952652288,0.6,1.0,0.0,0.796875,0.59375,0.734375,0.546875,0.796875
orsirr-2,misc,http://nrvis.com/./download/data/misc/orsirr_2.zip,886,3428,0.00874367116858604,4,7.738148984198648,15,0.25830159265040364,1026,0,1.1580135440180588,13,0.07171024987052092,0.07951639153685189,1.0,3.0,0.6164437450826121,0.6164437450826121,0.32218725413060584,0.8359559402045634,0.6054287962234461
oscil-dcop-01,misc,http://nrvis.com/./download/data/misc/oscil_dcop_01.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6550580431177446,0.6334991708126037,0.3665008291873964,0.7529021558872305,0.6268656716417911
oscil-dcop-02,misc,http://nrvis.com/./download/data/misc/oscil_dcop_02.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6451077943615258,0.6451077943615258,0.35489220563847435,0.734660033167496,0.6235489220563848
oscil-dcop-03,misc,http://nrvis.com/./download/data/misc/oscil_dcop_03.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.5986733001658375,0.6185737976782753,0.30514096185737977,0.7495854063018244,0.6202321724709785
oscil-dcop-04,misc,http://nrvis.com/./download/data/misc/oscil_dcop_04.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6235489220563847,0.5970149253731344,0.318407960199005,0.7545605306799337,0.6185737976782754
oscil-dcop-05,misc,http://nrvis.com/./download/data/misc/oscil_dcop_05.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6301824212271974,0.6301824212271974,0.3283582089552239,0.7446102819237148,0.6119402985074627
oscil-dcop-06,misc,http://nrvis.com/./download/data/misc/oscil_dcop_06.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6301824212271974,0.6334991708126037,0.3167495854063018,0.7313432835820896,0.6252072968490879
oscil-dcop-07,misc,http://nrvis.com/./download/data/misc/oscil_dcop_07.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6401326699834162,0.6318407960199005,0.3565505804311775,0.7595356550580432,0.6318407960199005
oscil-dcop-08,misc,http://nrvis.com/./download/data/misc/oscil_dcop_08.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6218905472636816,0.6202321724709785,0.3333333333333333,0.7545605306799337,0.6069651741293534
oscil-dcop-09,misc,http://nrvis.com/./download/data/misc/oscil_dcop_09.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.63681592039801,0.6069651741293532,0.2902155887230514,0.7545605306799337,0.5854063018242123
oscil-dcop-10,misc,http://nrvis.com/./download/data/misc/oscil_dcop_10.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6334991708126037,0.6218905472636816,0.32835820895522383,0.7081260364842454,0.6169154228855721
oscil-dcop-11,misc,http://nrvis.com/./download/data/misc/oscil_dcop_11.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6351575456053069,0.6135986733001659,0.361525704809287,0.7744610281923715,0.6235489220563848
oscil-dcop-12,misc,http://nrvis.com/./download/data/misc/oscil_dcop_12.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6252072968490879,0.6268656716417911,0.4112769485903815,0.7578772802653401,0.6467661691542289
oscil-dcop-13,misc,http://nrvis.com/./download/data/misc/oscil_dcop_13.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6417910447761195,0.6218905472636816,0.3482587064676617,0.7429519071310116,0.6301824212271974
oscil-dcop-14,misc,http://nrvis.com/./download/data/misc/oscil_dcop_14.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6301824212271974,0.6268656716417911,0.35323383084577115,0.7197346600331674,0.6252072968490879
oscil-dcop-15,misc,http://nrvis.com/./download/data/misc/oscil_dcop_15.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6119402985074627,0.570480928689884,0.36318407960199006,0.6898839137645107,0.5887230514096187
oscil-dcop-16,misc,http://nrvis.com/./download/data/misc/oscil_dcop_16.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6086235489220564,0.593698175787728,0.37147595356550583,0.7512437810945274,0.6135986733001659
oscil-dcop-17,misc,http://nrvis.com/./download/data/misc/oscil_dcop_17.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6285240464344942,0.6334991708126038,0.37976782752902155,0.7728026533996684,0.6368159203980099
oscil-dcop-18,misc,http://nrvis.com/./download/data/misc/oscil_dcop_18.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6252072968490879,0.6368159203980099,0.32006633499170817,0.7446102819237148,0.6451077943615258
oscil-dcop-19,misc,http://nrvis.com/./download/data/misc/oscil_dcop_19.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6053067993366501,0.6567164179104478,0.3499170812603649,0.7479270315091211,0.669983416252073
oscil-dcop-20,misc,http://nrvis.com/./download/data/misc/oscil_dcop_20.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6334991708126038,0.593698175787728,0.3150912106135987,0.7296849087893864,0.6169154228855722
oscil-dcop-21,misc,http://nrvis.com/./download/data/misc/oscil_dcop_21.zip,430,969,0.01050577329647097,1,4.506976744186047,14,0.11220982226031233,204,0,0.4744186046511628,2,0.17154669619785926,0.13572854291417166,0.9906976744186048,3.0,0.6119402985074627,0.6268656716417912,0.31343283582089554,0.7628524046434495,0.6069651741293534
